Reference area,Unit of measure,ISO,ISO.1,TIME_PERIOD,OBS_VALUE
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2000,20.065334
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2001,19.829468
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2002,19.708689
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2003,20.741179
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2004,19.067093
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2005,19.288401
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2006,22.413176
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2007,19.722197
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2008,19.517981
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2009,17.950005
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2010,18.29208
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2011,18.264711
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2012,16.667421
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2013,16.030716
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2014,15.917038
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2015,16.718204
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2016,14.323016
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2017,14.965245
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2018,15.10258
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2019,14.876666
Cyprus,Microgrammes per cubic metre,CYP,Cyprus,2020,13.41109
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2000,37.053608
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2001,36.458542
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2002,40.311848
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2003,43.376904
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2004,38.36644
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2005,39.196743
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2006,40.766354
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2007,33.387112
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2008,33.367947
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2009,34.862976
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2010,35.428551
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2011,39.621113
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2012,35.655827
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2013,33.85968
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2014,32.62532
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2015,33.923382
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2016,30.469713
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2017,31.042498
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2018,32.561752
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2019,26.770117
Bosnia and Herzegovina,Microgrammes per cubic metre,BIH,Bosnia and Herzegovina,2020,26.64802
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2000,38.47517
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2001,40.148048
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2002,38.987133
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2003,41.252319
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2004,39.458889
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2005,39.728466
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2006,40.329502
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2007,39.594509
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2008,39.692966
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2009,43.000057
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2010,35.375923
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2011,38.403942
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2012,37.046947
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2013,45.359234
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2014,43.491798
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2015,42.031254
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2016,38.164165
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2017,38.720501
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2018,33.800598
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2019,30.771303
Democratic People’s Republic of Korea,Microgrammes per cubic metre,PRK,Democratic People’s Republic of Korea,2020,29.588306
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2000,17.215925
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2001,17.505936
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2002,17.074413
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2003,15.787693
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2004,15.710457
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2005,15.432463
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2006,16.541389
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2007,16.965231
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2008,17.501051
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2009,18.904119
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2010,19.792963
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2011,24.964622
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2012,24.96928
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2013,24.577105
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2014,23.254162
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2015,22.099188
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2016,21.857353
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2017,20.36355
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2018,20.659742
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2019,19.087448
Turkmenistan,Microgrammes per cubic metre,TKM,Turkmenistan,2020,18.398422
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2000,28.039913
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2001,26.960997
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2002,27.711716
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2003,27.368553
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2004,28.849344
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2005,28.47064
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2006,28.661785
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2007,28.899544
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2008,28.619076
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2009,26.779171
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2010,23.983921
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2011,20.839653
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2012,22.188608
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2013,24.925045
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2014,21.266739
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2015,20.848782
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2016,21.641693
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2017,19.970285
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2018,22.158659
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2019,22.065865
Cambodia,Microgrammes per cubic metre,KHM,Cambodia,2020,23.257563
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2000,20.833086
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2001,20.899305
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2002,22.454081
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2003,18.711292
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2004,17.85025
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2005,16.067711
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2006,16.025612
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2007,14.015205
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2008,14.150561
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2009,15.096613
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2010,17.110315
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2011,13.572923
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2012,13.44621
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2013,13.994146
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2014,14.339755
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2015,12.470389
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2016,12.209149
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2017,11.703417
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2018,12.272833
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2019,11.161715
Moscow Oblast,Microgrammes per cubic metre,RUS,Russia,2020,10.391906
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2000,41.084454
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2001,38.994686
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2002,42.423069
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2003,45.451874
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2004,40.222546
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2005,40.709366
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2006,41.725105
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2007,35.500492
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2008,35.747894
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2009,36.12785
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2010,36.608128
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2011,42.946682
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2012,38.381565
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2013,34.94091
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2014,36.057392
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2015,34.038635
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2016,32.070179
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2017,32.4781
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2018,33.055733
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2019,27.59852
North Macedonia,Microgrammes per cubic metre,MKD,North Macedonia,2020,27.864445
Israel,Microgrammes per cubic metre,ISR,Israel,2000,24.839598
Israel,Microgrammes per cubic metre,ISR,Israel,2001,24.27639
Israel,Microgrammes per cubic metre,ISR,Israel,2002,24.891804
Israel,Microgrammes per cubic metre,ISR,Israel,2003,26.910019
Israel,Microgrammes per cubic metre,ISR,Israel,2004,25.066166
Israel,Microgrammes per cubic metre,ISR,Israel,2005,24.466129
Israel,Microgrammes per cubic metre,ISR,Israel,2006,25.819424
Israel,Microgrammes per cubic metre,ISR,Israel,2007,25.143513
Israel,Microgrammes per cubic metre,ISR,Israel,2008,24.056549
Israel,Microgrammes per cubic metre,ISR,Israel,2009,23.550333
Israel,Microgrammes per cubic metre,ISR,Israel,2010,24.187355
Israel,Microgrammes per cubic metre,ISR,Israel,2011,24.052904
Israel,Microgrammes per cubic metre,ISR,Israel,2012,21.800665
Israel,Microgrammes per cubic metre,ISR,Israel,2013,22.342175
Israel,Microgrammes per cubic metre,ISR,Israel,2014,21.032387
Israel,Microgrammes per cubic metre,ISR,Israel,2015,21.949074
Israel,Microgrammes per cubic metre,ISR,Israel,2016,18.719473
Israel,Microgrammes per cubic metre,ISR,Israel,2017,19.862825
Israel,Microgrammes per cubic metre,ISR,Israel,2018,20.452827
Israel,Microgrammes per cubic metre,ISR,Israel,2019,19.487083
Israel,Microgrammes per cubic metre,ISR,Israel,2020,18.615849
Latvia,Microgrammes per cubic metre,LVA,Latvia,2000,22.88274
Latvia,Microgrammes per cubic metre,LVA,Latvia,2001,21.085443
Latvia,Microgrammes per cubic metre,LVA,Latvia,2002,24.588142
Latvia,Microgrammes per cubic metre,LVA,Latvia,2003,21.323889
Latvia,Microgrammes per cubic metre,LVA,Latvia,2004,18.210913
Latvia,Microgrammes per cubic metre,LVA,Latvia,2005,18.564844
Latvia,Microgrammes per cubic metre,LVA,Latvia,2006,18.289152
Latvia,Microgrammes per cubic metre,LVA,Latvia,2007,16.138861
Latvia,Microgrammes per cubic metre,LVA,Latvia,2008,15.792723
Latvia,Microgrammes per cubic metre,LVA,Latvia,2009,16.238504
Latvia,Microgrammes per cubic metre,LVA,Latvia,2010,18.116274
Latvia,Microgrammes per cubic metre,LVA,Latvia,2011,15.880401
Latvia,Microgrammes per cubic metre,LVA,Latvia,2012,15.298511
Latvia,Microgrammes per cubic metre,LVA,Latvia,2013,15.755626
Latvia,Microgrammes per cubic metre,LVA,Latvia,2014,16.450584
Latvia,Microgrammes per cubic metre,LVA,Latvia,2015,13.975743
Latvia,Microgrammes per cubic metre,LVA,Latvia,2016,12.892222
Latvia,Microgrammes per cubic metre,LVA,Latvia,2017,11.918694
Latvia,Microgrammes per cubic metre,LVA,Latvia,2018,14.556239
Latvia,Microgrammes per cubic metre,LVA,Latvia,2019,12.791518
Latvia,Microgrammes per cubic metre,LVA,Latvia,2020,11.808398
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2000,25.219435
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2001,25.880053
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2002,25.686045
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2003,26.350222
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2004,26.595032
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2005,27.188551
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2006,26.65226
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2007,26.86204
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2008,26.856394
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2009,28.435959
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2010,23.553427
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2011,25.805332
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2012,23.851995
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2013,28.707544
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2014,27.517971
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2015,25.481102
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2016,23.512798
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2017,23.532946
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2018,20.365574
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2019,19.317713
Hong Kong (China),Microgrammes per cubic metre,HKG,Hong Kong (China),2020,17.724033
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2000,14.672806
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2001,15.412971
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2002,14.857197
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2003,14.838825
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2004,12.699236
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2005,13.087824
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2006,13.884309
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2007,12.104106
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2008,11.848258
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2009,13.291855
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2010,11.966455
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2011,12.859313
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2012,12.303795
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2013,12.027832
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2014,10.883126
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2015,11.938925
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2016,11.596661
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2017,10.481268
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2018,10.808724
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2019,10.058455
Liechtenstein,Microgrammes per cubic metre,LIE,Liechtenstein,2020,9.862956
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2000,51.98856
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2001,52.882057
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2002,53.050091
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2003,53.157421
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2004,52.234688
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2005,53.808479
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2006,54.812508
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2007,54.847599
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2008,53.043304
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2009,55.941292
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2010,41.520531
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2011,51.551991
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2012,64.073174
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2013,63.389454
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2014,67.272644
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2015,63.19083
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2016,62.776539
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2017,57.452633
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2018,58.584751
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2019,49.577282
Bangladesh,Microgrammes per cubic metre,BGD,Bangladesh,2020,41.646496
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2000,55.767719
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2001,60.731258
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2002,61.216755
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2003,64.246643
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2004,59.695175
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2005,61.639423
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2006,65.70694
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2007,64.036079
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2008,64.042725
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2009,66.949913
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2010,57.241554
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2011,62.283875
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2012,57.592842
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2013,76.559898
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2014,67.668259
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2015,64.889198
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2016,59.858826
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2017,57.254063
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2018,51.358494
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2019,47.157032
Beijing,Microgrammes per cubic metre,CHN,China (People’s Republic of),2020,46.0425
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2000,25.091082
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2001,24.798916
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2002,27.360802
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2003,28.967783
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2004,25.159639
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2005,25.698074
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2006,26.975584
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2007,22.111837
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2008,22.739712
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2009,22.754284
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2010,22.986446
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2011,26.244005
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2012,23.115458
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2013,21.524784
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2014,22.041941
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2015,20.81727
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2016,20.02092
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2017,20.087471
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2018,19.78916
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2019,17.609009
Bulgaria,Microgrammes per cubic metre,BGR,Bulgaria,2020,17.210623
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2000,25.699913
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2001,24.818289
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2002,25.559515
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2003,24.821262
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2004,26.349968
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2005,26.28492
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2006,26.322376
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2007,26.98061
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2008,26.862537
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2009,24.735916
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2010,22.405172
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2011,19.938879
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2012,20.924128
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2013,22.614815
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2014,19.869026
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2015,18.876003
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2016,19.773882
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2017,18.085175
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2018,19.619324
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2019,20.214134
Viet Nam,Microgrammes per cubic metre,VNM,Viet Nam,2020,20.208035
Japan,Microgrammes per cubic metre,JPN,Japan,2000,12.759497
Japan,Microgrammes per cubic metre,JPN,Japan,2001,12.459898
Japan,Microgrammes per cubic metre,JPN,Japan,2002,12.350471
Japan,Microgrammes per cubic metre,JPN,Japan,2003,12.083694
Japan,Microgrammes per cubic metre,JPN,Japan,2004,12.020917
Japan,Microgrammes per cubic metre,JPN,Japan,2005,12.170371
Japan,Microgrammes per cubic metre,JPN,Japan,2006,12.26158
Japan,Microgrammes per cubic metre,JPN,Japan,2007,12.151574
Japan,Microgrammes per cubic metre,JPN,Japan,2008,12.331002
Japan,Microgrammes per cubic metre,JPN,Japan,2009,11.527114
Japan,Microgrammes per cubic metre,JPN,Japan,2010,10.840294
Japan,Microgrammes per cubic metre,JPN,Japan,2011,12.257681
Japan,Microgrammes per cubic metre,JPN,Japan,2012,12.757601
Japan,Microgrammes per cubic metre,JPN,Japan,2013,13.217904
Japan,Microgrammes per cubic metre,JPN,Japan,2014,13.72555
Japan,Microgrammes per cubic metre,JPN,Japan,2015,12.849486
Japan,Microgrammes per cubic metre,JPN,Japan,2016,12.774453
Japan,Microgrammes per cubic metre,JPN,Japan,2017,13.045377
Japan,Microgrammes per cubic metre,JPN,Japan,2018,12.950426
Japan,Microgrammes per cubic metre,JPN,Japan,2019,12.768423
Japan,Microgrammes per cubic metre,JPN,Japan,2020,12.61671
Maldives,Microgrammes per cubic metre,MDV,Maldives,2000,14.773433
Maldives,Microgrammes per cubic metre,MDV,Maldives,2001,14.822387
Maldives,Microgrammes per cubic metre,MDV,Maldives,2002,14.824097
Maldives,Microgrammes per cubic metre,MDV,Maldives,2003,15.27076
Maldives,Microgrammes per cubic metre,MDV,Maldives,2004,15.701942
Maldives,Microgrammes per cubic metre,MDV,Maldives,2005,14.953062
Maldives,Microgrammes per cubic metre,MDV,Maldives,2006,15.398247
Maldives,Microgrammes per cubic metre,MDV,Maldives,2007,15.947113
Maldives,Microgrammes per cubic metre,MDV,Maldives,2008,14.815367
Maldives,Microgrammes per cubic metre,MDV,Maldives,2009,15.541118
Maldives,Microgrammes per cubic metre,MDV,Maldives,2010,12.630982
Maldives,Microgrammes per cubic metre,MDV,Maldives,2011,11.033702
Maldives,Microgrammes per cubic metre,MDV,Maldives,2012,11.977829
Maldives,Microgrammes per cubic metre,MDV,Maldives,2013,12.461246
